GEOID,median_household_income,share_bach_plus,share_mgmt_prof,vot_personal
36005036000,83351.0,0.2563469675599436,0.1847672778561354,22.4117084297168
36005036100,26083.0,0.06989986255645003,0.13979972511290006,12.537135715259812
36005036300,28259.0,0.07301883854896465,0.14510353417406197,13.049622578434567
36005036400,60313.0,0.13020189534404614,0.23939019365471775,19.064482544702404
36005036501,54097.0,0.08811692438042787,0.23935606862952763,18.055359798030537
36005036502,26886.0,0.1509581540868205,0.24794681267109894,12.72865904967611
36005036700,31815.0,0.1095579901775595,0.23687193048734417,13.846356854527162
36005036800,71875.0,0.26498855835240276,0.16613272311212815,20.81174448900997
36005036901,16277.0,0.04806629834254143,0.16353591160220995,9.903911210613167
36005036902,21976.0,0.08376511226252159,0.16839378238341968,11.507841713173072
36005037000,113182.0,0.19703770197486534,0.26526032315978454,26.116094922240162
36005037100,22791.0,0.12689969604863222,0.15577507598784193,11.719288537200985
36005037200,69972.0,0.21894635089415176,0.28999516674722087,20.534384992123325
36005037300,51283.0,0.0794040853939487,0.1566579634464752,17.57948985440672
36005037400,35884.0,0.08065821418937145,0.18451578095495008,14.705167660560681
36005037504,44198.0,0.04829026363873662,0.2417123466457844,16.320026711851387
36005037600,70429.0,0.18459152016546018,0.28490175801447776,20.601332780298428
36005037800,65500.0,0.17947141979102643,0.20743700061462814,19.86736206406348
36005037900,46430.0,0.12670864690523728,0.15742589463984027,16.727032406598497
36005038000,46250.0,0.13410818059901655,0.1790344210996871,16.694577209124166
36005038100,44741.0,0.08267823258335592,0.2624017348875034,16.41997153198427
36005038200,85972.0,0.19272603670972127,0.21481985044187626,22.761352857257364
36005038301,43900.0,0.05549603599742876,0.20955646025283908,16.26491569563171
36005038303,23958.0,0.03976801988400994,0.06987020160176746,12.015582695501168
36005038304,22551.0,0.03173076923076923,0.12115384615384615,11.657420407828347
36005038500,17598.0,0.044671689989235736,0.09436670254754216,10.297960298015882
36005038600,66161.0,0.14396228695757282,0.18965308835972441,19.96735718541058
36005038700,41088.0,0.08483221476510067,0.2523489932885906,15.735373556670627
36005038800,68125.0,0.16183315431435732,0.22448979591836735,20.2615569266715
