origin_vert,dest_vert,hour,origin_coord,dest_coord,tnc_time_min,tnc_cost,tnc_buffer_time,tnc_buffer_cost,tnc_buffer_distance_mi,flight_time_min,uam_total_cost,uam_total_time,tnc_avg_time,utility_uam,utility_tnc,Puam,Ptnc
LAX,UVS,6,"(33.94417072663332, -118.40248449470265)","(34.09640574434545, -118.37740992886079)",42.45,57,23.833333333333332,7.915460350917254,3.1661841403669015,10,49.91546035091726,46.33333333333333,45,-7.308212701758393,-7.95,0.655157369990997,0.3448426300090029
LAX,DTLA,0,"(33.94417072663332, -118.40248449470265)","(34.032333477443295, -118.2124840943463)",28.416666666666668,50,10.533333333333333,8.074516573483557,3.2298066293934227,10,38.07451657348356,33.03333333333333,35,-5.459118324015022,-6.75,0.7842963845982678,0.21570361540173222
LAX,ANH,8,"(33.94417072663332, -118.40248449470265)","(33.75953770357048, -117.96920987343752)",35.31666666666667,77,16.233333333333334,11.602434519658452,4.64097380786338,15,98.60243451965846,43.733333333333334,52,-12.046910118632514,-10.3,0.14843734634741207,0.851562653652588
LAX,DTLA,10,"(33.94417072663332, -118.40248449470265)","(34.03998558601851, -118.25011767402196)",29.916666666666668,50,7.566666666666666,2.5176712466610884,1.0070684986644354,10,32.51767124666109,30.066666666666666,35,-4.7551004579994425,-6.75,0.8802605216476151,0.11973947835238476
LAX,BVH,1,"(33.94417072663332, -118.40248449470265)","(34.03269782194569, -118.40911568030235)",20.183333333333334,45,10.7,5.863185354534604,2.3452741418138414,10,31.363185354534604,33.2,29,-4.7963185354534605,-5.95,0.7601827089080736,0.23981729109192643
LAX,HWD,8,"(33.94417072663332, -118.40248449470265)","(34.130391638660846, -118.27910482843346)",36.46666666666667,57,20.35,9.590123734017626,3.83604949360705,10,42.590123734017624,42.85,45,-6.401512373401762,-7.95,0.8246951907846207,0.17530480921537925
LAX,HWD,14,"(33.94417072663332, -118.40248449470265)","(34.12846295506406, -118.35741708955764)",39.18333333333333,57,14.0,7.662683730151559,3.0650734920606237,10,40.66268373015156,36.5,45,-5.891268373015156,-7.95,0.8868269322110752,0.11317306778892483
LAX,ANH,10,"(33.94417072663332, -118.40248449470265)","(33.8130754651027, -117.86675716563371)",44.95,77,14.666666666666666,7.51217978235053,3.004871912940212,15,94.51217978235053,42.166666666666664,52,-11.559551311568388,-10.3,0.22105114110496257,0.7789488588950375
LAX,WDHL,6,"(33.94417072663332, -118.40248449470265)","(34.1653336762888, -118.54509856317469)",38.05,78,9.35,8.6755084146117,3.47020336584468,15,68.6755084146117,36.85,48,-8.710050841461172,-10.200000000000001,0.8160706414328704,0.18392935856712958
LAX,BVH,13,"(33.94417072663332, -118.40248449470265)","(34.05635329983869, -118.3543854405729)",29.266666666666666,45,15.783333333333333,8.3723745221235,3.3489498088494005,10,33.8723745221235,38.28333333333333,29,-5.301404118879017,-5.95,0.6566939779724213,0.3433060220275787
LAX,ANH,7,"(33.94417072663332, -118.40248449470265)","(33.82803076150451, -117.98161372684044)",38.18333333333333,77,13.95,9.411147456437575,3.7644589825750305,15,96.41114745643758,41.45,52,-11.713614745643758,-10.3,0.1956645420530029,0.804335457946997
LAX,PSD,12,"(33.94417072663332, -118.40248449470265)","(34.131159693757354, -118.58469773749711)",49.583333333333336,57,38.85,8.885309970012012,3.5541239880048043,10,47.88530997001201,61.35,47,-7.856030997001202,-8.05,0.548340781346655,0.451659218653345
LAX,DTLA,9,"(33.94417072663332, -118.40248449470265)","(34.02793708464638, -118.32028802694934)",26.15,50,10.483333333333333,8.04418814029979,3.217675256119916,10,38.04418814029979,32.983333333333334,35,-5.4535854806966455,-6.75,0.7852309340966958,0.21476906590330433
LAX,WDHL,6,"(33.94417072663332, -118.40248449470265)","(34.180012269651286, -118.66921367475321)",44.71666666666667,78,9.75,9.285970325125248,3.7143881300500996,15,69.28597032512525,37.25,48,-8.791097032512525,-10.200000000000001,0.8035928551454178,0.19640714485458216
LAX,DTLA,5,"(33.94417072663332, -118.40248449470265)","(34.03924778179842, -118.22294424877313)",32.833333333333336,50,12.133333333333333,6.391861665447203,2.556744666178881,10,36.3918616654472,34.63333333333333,35,-5.370852833211387,-6.75,0.798853996572614,0.20114600342738603
LAX,BVH,9,"(33.94417072663332, -118.40248449470265)","(34.05160330092956, -118.47757807536817)",25.483333333333334,45,16.7,9.834629708086883,3.9338518832347535,10,35.33462970808688,39.2,29,-5.493462970808689,-5.95,0.6121923423913097,0.3878076576086903
LAX,BVH,6,"(33.94417072663332, -118.40248449470265)","(34.02804479275848, -118.42115841114335)",18.166666666666668,45,12.483333333333333,6.800056033697185,2.720022413478874,10,32.30005603369719,34.983333333333334,29,-4.979172270036385,-5.95,0.7252844511826149,0.2747155488173852
LAX,DTLA,14,"(33.94417072663332, -118.40248449470265)","(34.08336739976904, -118.26291138994614)",33.266666666666666,50,13.233333333333333,6.9632052618320275,2.785282104732811,10,36.96320526183203,35.733333333333334,35,-5.48298719284987,-6.75,0.7802309609358111,0.21976903906418888
LAX,ANH,6,"(33.94417072663332, -118.40248449470265)","(33.86757287719227, -117.9145243175131)",41.516666666666666,77,17.983333333333334,9.559739532259687,3.823895812903875,15,96.55973953225968,45.483333333333334,52,-11.930140619892637,-10.3,0.16381109861854407,0.8361889013814559
LAX,LGB,6,"(33.94417072663332, -118.40248449470265)","(33.761624443168124, -118.1668437219104)",32.166666666666664,62,15.533333333333333,9.636310163930936,3.8545240655723747,15,60.636310163930936,43.03333333333333,34,-8.215297683059761,-7.9,0.4218221640332478,0.5781778359667522
LAX,LGB,6,"(33.94417072663332, -118.40248449470265)","(33.77508601530114, -118.15290765914717)",31.6,62,9.666666666666666,7.05496801799998,2.821987207199992,15,58.05496801799998,37.166666666666664,34,-7.663830135133332,-7.9,0.558769557902698,0.44123044209730206
LAX,LGB,15,"(33.94417072663332, -118.40248449470265)","(33.86886653453462, -118.17717320443127)",23.55,62,13.85,9.843255993977113,3.937302397590845,15,60.84325599397711,41.35,34,-8.151825599397712,-7.9,0.43737420800453974,0.5626257919954601
LAX,HWD,10,"(33.94417072663332, -118.40248449470265)","(34.07847219903927, -118.34960146375458)",36.61666666666667,57,8.966666666666667,3.9364698748660802,1.5745879499464321,10,36.93646987486608,31.46666666666667,45,-5.2669803208199415,-7.95,0.9360172074288019,0.06398279257119815
LAX,ANH,7,"(33.94417072663332, -118.40248449470265)","(33.81595611350052, -117.9652589946314)",41.416666666666664,77,14.116666666666667,6.687552531478885,2.675021012591554,15,93.68755253147889,41.61666666666667,52,-11.449588586481223,-10.3,0.24056423743319522,0.7594357625668048
LAX,PSD,7,"(33.94417072663332, -118.40248449470265)","(34.065158015155994, -118.58432805260513)",40.3,57,19.8,6.239618600609865,2.495847440243946,10,45.239618600609866,42.3,47,-6.638961860060986,-8.05,0.8039296339206335,0.19607036607936645
LAX,UVS,9,"(33.94417072663332, -118.40248449470265)","(34.14776155027897, -118.40565272825431)",33.333333333333336,57,12.616666666666667,7.41746802263942,2.966987209055768,10,49.41746802263942,35.11666666666667,45,-6.697580135597276,-7.95,0.7777184701840105,0.22228152981598942
LAX,ANH,15,"(33.94417072663332, -118.40248449470265)","(33.85309237445734, -117.88954991497533)",37.36666666666667,77,14.016666666666667,8.216586347021424,3.28663453880857,15,95.21658634702142,41.516666666666666,52,-11.597491968035476,-10.3,0.21458741722035846,0.7854125827796415
LAX,UVS,5,"(33.94417072663332, -118.40248449470265)","(34.16693748507704, -118.34820228873633)",39.35,57,11.366666666666667,5.010634079849332,2.004253631939733,10,47.01063407984933,33.86666666666667,45,-6.394396741318267,-7.95,0.8257215436691576,0.17427845633084235
LAX,BVH,6,"(33.94417072663332, -118.40248449470265)","(34.11039034398392, -118.34928649762827)",43.05,45,24.416666666666668,11.667966391144047,4.667186556457619,10,37.16796639114405,46.91666666666667,29,-6.062629972447739,-5.95,0.47187223519176136,0.5281277648082385
LAX,PSD,13,"(33.94417072663332, -118.40248449470265)","(34.06323921007476, -118.59218351914407)",56.9,57,36.4,7.335232466692334,2.9340929866769336,10,46.33523246669233,58.9,47,-7.578523246669234,-8.05,0.6157332244889342,0.38426677551106586
LAX,ANH,5,"(33.94417072663332, -118.40248449470265)","(33.85244438284059, -117.8641243011562)",42.55,77,17.35,10.500493462999723,4.200197385199889,15,97.50049346299973,44.85,52,-11.992549346299974,-10.3,0.15544087041881877,0.8445591295811813
LAX,HWD,7,"(33.94417072663332, -118.40248449470265)","(34.0373450274362, -118.26123929748748)",26.833333333333332,57,25.85,13.322715670241381,5.329086268096552,10,46.32271567024138,48.35,45,-7.0497715670241385,-7.95,0.7109964434095722,0.28900355659042765
LAX,HWD,13,"(33.94417072663332, -118.40248449470265)","(34.119325255714585, -118.28047405750284)",40.85,57,18.283333333333335,8.218638970787422,3.287455588314969,10,41.218638970787424,40.78333333333333,45,-6.161030563745409,-7.95,0.8568008799141577,0.14319912008584243
LAX,ANH,14,"(33.94417072663332, -118.40248449470265)","(33.862893330579915, -117.87405472336602)",40.5,77,15.833333333333334,10.861358225005073,4.344543290002029,15,97.86135822500508,43.333333333333336,52,-11.952802489167176,-10.3,0.1607305447951452,0.8392694552048547
LAX,HWD,8,"(33.94417072663332, -118.40248449470265)","(34.113474455201505, -118.39382674392454)",38.8,57,24.133333333333333,10.250613006387656,4.100245202555063,10,43.25061300638765,46.63333333333333,45,-6.656727967305432,-7.95,0.784700499730001,0.21529950026999897
LAX,BVH,5,"(33.94417072663332, -118.40248449470265)","(34.102407112562595, -118.34877620822135)",44.5,45,19.616666666666667,10.891448338105088,4.356579335242035,10,36.391448338105086,42.11666666666667,29,-5.744978167143842,-5.95,0.5510766705692758,0.4489233294307242
LAX,ANH,5,"(33.94417072663332, -118.40248449470265)","(33.85499225508083, -117.89361566807631)",39.416666666666664,77,16.833333333333332,8.223414133464985,3.2893656533859943,15,95.22341413346498,44.33333333333333,52,-11.739008080013166,-10.3,0.19169900005212287,0.8083009999478771
LAX,WDHL,15,"(33.94417072663332, -118.40248449470265)","(34.188199812753425, -118.6581176250432)",43.483333333333334,78,8.9,8.123297929200037,3.2493191716800145,15,68.12329792920004,36.4,48,-8.632329792920004,-10.200000000000001,0.8274512241849622,0.17254877581503783
LAX,BVH,16,"(33.94417072663332, -118.40248449470265)","(34.07400754397646, -118.46462698265536)",22.466666666666665,45,12.4,7.731508925653426,3.09260357026137,10,33.23150892565343,34.9,29,-5.068150892565344,-5.95,0.7072052549892096,0.2927947450107904
LAX,BVH,6,"(33.94417072663332, -118.40248449470265)","(34.06628655752593, -118.44162848564183)",25.616666666666667,45,10.0,4.330256237871628,1.732102495148651,10,29.830256237871627,32.5,29,-4.608025623787163,-5.95,0.7928144393880834,0.2071855606119166
LAX,BVH,8,"(33.94417072663332, -118.40248449470265)","(34.02051229262715, -118.43099704956016)",18.666666666666668,45,14.933333333333334,8.433888526648865,3.373555410659546,10,33.933888526648865,37.43333333333334,29,-5.265055519331554,-5.95,0.6648413592949896,0.3351586407050105
LAX,LGB,14,"(33.94417072663332, -118.40248449470265)","(33.82349960375687, -118.09118202165591)",35.71666666666667,62,18.1,8.72929550530059,3.4917182021202358,15,59.72929550530059,45.6,34,-8.252929550530059,-7.9,0.41267219343916317,0.5873278065608368
LAX,PSD,12,"(33.94417072663332, -118.40248449470265)","(34.04946176465115, -118.52080999780298)",30.483333333333334,57,16.25,7.909710600621164,3.1638842402484655,10,46.90971060062117,38.75,47,-6.628471060062117,-8.05,0.8055779940627823,0.19442200593721778
LAX,DTLA,16,"(33.94417072663332, -118.40248449470265)","(34.00017449095763, -118.2426194362589)",26.566666666666666,50,13.85,8.201061408513223,3.280424563405289,10,38.201061408513226,36.35,35,-5.6376061408513225,-6.75,0.7525751313683696,0.2474248686316303
LAX,DTLA,4,"(33.94417072663332, -118.40248449470265)","(34.07579457352569, -118.24709121836918)",31.4,50,10.716666666666667,6.329901276012984,2.5319605104051934,10,36.32990127601298,33.21666666666667,35,-5.293823460934632,-6.75,0.8109471897284274,0.1890528102715726
LAX,ANH,10,"(33.94417072663332, -118.40248449470265)","(33.79889670350093, -117.86792966130668)",42.5,77,11.183333333333334,7.692988691655635,3.077195476662254,15,94.69298869165563,38.68333333333334,52,-11.403465535832229,-10.3,0.249091120694684,0.7509088793053159
LAX,BVH,4,"(33.94417072663332, -118.40248449470265)","(34.051447339908165, -118.42965631306117)",23.316666666666666,45,6.866666666666666,3.7025202717026984,1.4810081086810793,10,29.2025202717027,29.366666666666667,29,-4.388585360503604,-5.95,0.8265562508318445,0.1734437491681555
LAX,DTLA,13,"(33.94417072663332, -118.40248449470265)","(34.049156370778846, -118.27904274445957)",25.833333333333332,50,5.183333333333334,1.9844346247976157,0.7937738499190463,10,31.984434624797615,27.683333333333334,35,-4.5826101291464285,-6.75,0.8972826494326135,0.10271735056738648
LAX,BVH,4,"(33.94417072663332, -118.40248449470265)","(34.07584943666294, -118.46947137312043)",22.3,45,14.216666666666667,8.470981649619029,3.3883926598476117,10,33.97098164961903,36.71666666666667,29,-5.232931498295237,-5.95,0.6719611548152454,0.3280388451847545
LAX,ANH,7,"(33.94417072663332, -118.40248449470265)","(33.76717404754948, -117.91676410481335)",36.916666666666664,77,14.0,7.767459683280867,3.106983873312347,15,94.76745968328086,41.5,52,-11.551745968328088,-10.3,0.22239804968502436,0.7776019503149756
LAX,DTLA,9,"(33.94417072663332, -118.40248449470265)","(34.03310689950525, -118.26825933135909)",23.483333333333334,50,4.8,1.7311886539292338,0.6924754615716935,10,31.731188653929234,27.3,35,-4.538118865392924,-6.75,0.9013113785611873,0.09868862143881273
LAX,PSD,11,"(33.94417072663332, -118.40248449470265)","(34.04535337951134, -118.50063878497753)",28.766666666666666,57,22.066666666666666,10.276005635853531,4.1104022543414125,10,49.27600563585353,44.56666666666666,47,-7.155933896918686,-8.05,0.7097285602492407,0.29027143975075936
LAX,BVH,7,"(33.94417072663332, -118.40248449470265)","(34.048328097546126, -118.37798073885489)",23.6,45,12.55,5.745309272765224,2.2981237091060898,10,31.245309272765226,35.05,29,-4.877030927276523,-5.95,0.7451611411913261,0.2548388588086738
LAX,DTLA,12,"(33.94417072663332, -118.40248449470265)","(33.98530527061213, -118.2952733220104)",19.733333333333334,50,12.783333333333333,10.742293965549855,4.2969175862199425,10,40.742293965549855,35.28333333333333,35,-5.838396063221653,-6.75,0.7133282656649428,0.2866717343350572
LAX,UVS,16,"(33.94417072663332, -118.40248449470265)","(34.08716756169387, -118.29098416588401)",34.75,57,17.3,12.74771109338696,5.099084437354784,10,54.74771109338696,39.8,45,-7.464771109338697,-7.95,0.6189818386040958,0.38101816139590416
LAX,HWD,6,"(33.94417072663332, -118.40248449470265)","(34.05990632811403, -118.3698394239293)",27.016666666666666,57,18.116666666666667,8.208725956822935,3.283490382729174,10,41.20872595682293,40.61666666666667,45,-6.151705929015627,-7.95,0.8579411465823212,0.14205885341767885
LAX,UVS,8,"(33.94417072663332, -118.40248449470265)","(34.08562777896941, -118.36692823083115)",37.96666666666667,57,23.033333333333335,9.255137076200615,3.7020548304802463,10,51.25513707620061,45.53333333333333,45,-7.402180374286729,-7.95,0.6336295797206627,0.36637042027933725
LAX,LGB,5,"(33.94417072663332, -118.40248449470265)","(33.81607635971715, -118.12614631364038)",27.533333333333335,62,6.933333333333334,3.605053217363676,1.4420212869454703,15,54.605053217363675,34.43333333333334,34,-7.182171988403034,-7.9,0.6721285512245796,0.3278714487754205
LAX,PSD,7,"(33.94417072663332, -118.40248449470265)","(34.04932225057265, -118.55825972715209)",33.63333333333333,57,10.933333333333334,6.766614923161216,2.7066459692644864,10,45.766614923161214,33.43333333333334,47,-6.248328158982789,-8.05,0.8583523253726252,0.14164767462737485
LAX,PSD,17,"(33.94417072663332, -118.40248449470265)","(34.141481925435606, -118.59306513236059)",43.483333333333334,57,41.483333333333334,11.030201750112854,4.412080700045141,10,50.03020175011285,63.983333333333334,47,-8.202186841677953,-8.05,0.4620265526995185,0.5379734473004815
LAX,BVH,7,"(33.94417072663332, -118.40248449470265)","(34.11919375733589, -118.40828051886038)",42.0,45,17.15,9.061846689884485,3.624738675953794,10,34.56184668988448,39.65,29,-5.438684668988449,-5.95,0.6251147681080379,0.3748852318919621
LAX,ANH,11,"(33.94417072663332, -118.40248449470265)","(33.82306375457064, -117.97855127731209)",39.083333333333336,77,15.5,8.769345435507443,3.507738174202977,15,95.76934543550745,43.0,52,-11.726934543550746,-10.3,0.19357676725589237,0.8064232327441075
LAX,LGB,8,"(33.94417072663332, -118.40248449470265)","(33.85419671401325, -118.11881963151649)",29.25,62,14.066666666666666,8.062017768489385,3.224807107395754,15,59.06201776848938,41.56666666666666,34,-7.9845351101822715,-7.9,0.4788787989571901,0.5211212010428098
LAX,UVS,8,"(33.94417072663332, -118.40248449470265)","(34.15401037206193, -118.39404301006381)",33.28333333333333,57,11.25,6.189958095651164,2.475983238260466,10,48.189958095651164,33.75,45,-6.506495809565116,-7.95,0.8089967089435247,0.19100329105647526
LAX,ANH,8,"(33.94417072663332, -118.40248449470265)","(33.83104903878192, -117.97221305786444)",38.4,77,13.216666666666667,8.315244465841348,3.326097786336539,15,95.31524446584135,40.71666666666667,52,-11.567357779917469,-10.3,0.21970989209229172,0.7802901079077083
LAX,PSD,16,"(33.94417072663332, -118.40248449470265)","(34.075607283199815, -118.51503948550103)",34.083333333333336,57,30.2,5.5374193528049895,2.214967741121996,10,44.53741935280499,52.7,47,-7.088741935280499,-8.05,0.7233736199226429,0.276626380077357
LAX,DTLA,22,"(33.94417072663332, -118.40248449470265)","(34.01709591565607, -118.25018485544493)",27.333333333333332,50,9.75,5.109667773979658,2.0438671095918632,10,35.10966777397966,32.25,35,-5.123466777397966,-6.75,0.8356941713856246,0.16430582861437537
LAX,DTLA,15,"(33.94417072663332, -118.40248449470265)","(33.98932442337456, -118.31270468334031)",24.2,50,16.15,11.333118924598653,4.533247569839461,10,41.33311892459865,38.65,35,-6.065811892459865,-6.75,0.6646727976846578,0.33532720231534224
LAX,ANH,11,"(33.94417072663332, -118.40248449470265)","(33.80426024308024, -117.88839516634867)",41.03333333333333,77,9.533333333333333,4.607460750714517,1.8429843002858068,15,91.60746075071452,37.03333333333333,52,-11.01241274173812,-10.3,0.3290659318206831,0.6709340681793169
LAX,ANH,4,"(33.94417072663332, -118.40248449470265)","(33.788528535864884, -117.90588799424329)",41.06666666666667,77,9.216666666666667,4.494856788220836,1.7979427152883343,15,91.49485678822083,36.71666666666667,52,-10.985319012155417,-10.3,0.33507519000824454,0.6649248099917554
LAX,HWD,10,"(33.94417072663332, -118.40248449470265)","(34.041776046908936, -118.26554417507492)",24.7,57,23.833333333333332,12.347136827071097,4.938854730828439,10,45.3471368270711,46.33333333333333,45,-6.851380349373776,-7.95,0.750001380364606,0.24999861963539405
LAX,WDHL,13,"(33.94417072663332, -118.40248449470265)","(34.20894524139525, -118.66866684522734)",46.03333333333333,78,11.116666666666667,11.180703167064136,4.472281266825655,15,71.18070316706414,38.61666666666667,48,-9.048903650039748,-10.200000000000001,0.7597111127681045,0.24028888723189543
LAX,PSD,9,"(33.94417072663332, -118.40248449470265)","(34.063731457973084, -118.490295772772)",28.416666666666668,57,25.716666666666665,9.61516905470069,3.846067621880276,10,48.61516905470069,48.21666666666667,47,-7.272350238803402,-8.05,0.6851733627575156,0.31482663724248444
LAX,UVS,18,"(33.94417072663332, -118.40248449470265)","(34.080631836782466, -118.32298475388477)",37.516666666666666,57,17.683333333333334,10.972642648138182,4.389057059255273,10,52.972642648138184,40.18333333333334,45,-7.306430931480486,-7.95,0.655559807200135,0.3444401927998651
LAX,LGB,14,"(33.94417072663332, -118.40248449470265)","(33.79575074381783, -118.12154103046852)",26.283333333333335,62,9.0,5.513241890465697,2.2052967561862786,15,56.51324189046569,36.5,34,-7.4763241890465695,-7.9,0.6043625036963673,0.39563749630363254
LAX,HWD,9,"(33.94417072663332, -118.40248449470265)","(34.07284354060223, -118.25731769780367)",30.65,57,19.716666666666665,10.543009291918352,4.217203716767341,10,43.54300929191835,42.21666666666667,45,-6.465134262525169,-7.95,0.8153063969560399,0.1846936030439601
LAX,WDHL,8,"(33.94417072663332, -118.40248449470265)","(34.20049108864661, -118.67244624853184)",56.1,78,21.2,10.873713659051019,4.349485463620407,15,70.87371365905102,48.7,48,-9.522371365905103,-10.200000000000001,0.6632092277674574,0.33679077223254256
LAX,BVH,14,"(33.94417072663332, -118.40248449470265)","(34.02959094376479, -118.46766676028845)",21.483333333333334,45,15.983333333333333,10.289377456060418,4.115750982424167,10,35.78937745606042,38.483333333333334,29,-5.503104412272709,-5.95,0.6099008791065239,0.3900991208934761
LAX,WDHL,12,"(33.94417072663332, -118.40248449470265)","(34.129574073705705, -118.64543931139167)",46.9,78,12.15,9.176748495047391,3.670699398018957,15,69.17674849504739,39.65,48,-8.90017484950474,-10.200000000000001,0.785805554686534,0.21419444531346601
LAX,WDHL,6,"(33.94417072663332, -118.40248449470265)","(34.14889743339306, -118.60776129153687)",42.0,78,6.0,3.8357558537337417,1.5343023414934966,15,63.835755853733744,33.5,48,-8.058575585373376,-10.200000000000001,0.8948646974649054,0.10513530253509466
LAX,BVH,8,"(33.94417072663332, -118.40248449470265)","(34.072334469671944, -118.44115840656015)",26.833333333333332,45,9.816666666666666,4.372535132294903,1.7490140529179612,10,29.872535132294903,32.31666666666666,29,-4.603086846562824,-5.95,0.7936245083495237,0.20637549165047633
LAX,WDHL,15,"(33.94417072663332, -118.40248449470265)","(34.22149569517062, -118.61500961329783)",45.333333333333336,78,9.433333333333334,8.801623481319348,3.5206493925277393,15,68.80162348131935,36.93333333333334,48,-8.726829014798604,-10.200000000000001,0.8135388817748371,0.18646111822516284
LAX,ANH,9,"(33.94417072663332, -118.40248449470265)","(33.84511580177126, -117.94887359154407)",37.88333333333333,77,9.766666666666667,7.114572830604834,2.8458291322419336,15,94.11457283060483,37.266666666666666,52,-11.274790616393817,-10.3,0.27392666125034576,0.7260733387496542
LAX,PSD,10,"(33.94417072663332, -118.40248449470265)","(34.1437708257752, -118.61118394466611)",43.6,57,41.15,12.938441394017211,5.175376557606884,10,51.93844139401721,63.65,47,-8.376344139401722,-8.05,0.4191304153263294,0.5808695846736707
LAX,DTLA,11,"(33.94417072663332, -118.40248449470265)","(34.0486595974142, -118.20024403178097)",30.316666666666666,50,12.433333333333334,9.659915629455282,3.863966251782113,10,39.659915629455284,34.93333333333334,35,-5.712658229612195,-6.75,0.7383367733287716,0.26166322667122854
LAX,WDHL,12,"(33.94417072663332, -118.40248449470265)","(34.17844242435206, -118.61218643284529)",39.43333333333333,78,3.716666666666667,1.6115493624996455,0.6446197449998582,15,61.611549362499645,31.21666666666667,48,-7.7219882695832975,-10.200000000000001,0.9225859126310599,0.07741408736894007
LAX,HWD,15,"(33.94417072663332, -118.40248449470265)","(34.06520661631778, -118.31358139154344)",32.28333333333333,57,10.383333333333333,4.975637512223144,1.9902550048892576,10,37.975637512223145,32.88333333333333,45,-5.441730417888982,-7.95,0.924719518862067,0.07528048113793298
LAX,DTLA,7,"(33.94417072663332, -118.40248449470265)","(34.0372161250232, -118.25155349425856)",29.45,50,7.066666666666666,2.4721264396989597,0.9888505758795839,10,32.47212643969896,29.566666666666666,35,-4.72554597730323,-6.75,0.8833407797360128,0.11665922026398715
LAX,DTLA,16,"(33.94417072663332, -118.40248449470265)","(34.05790039479402, -118.28326616117424)",30.0,50,9.05,3.4288045983591413,1.3715218393436566,10,33.42880459835914,31.55,35,-4.920380459835915,-6.75,0.8617163969973628,0.13828360300263726
LAX,DTLA,14,"(33.94417072663332, -118.40248449470265)","(34.09617221430701, -118.28138814972758)",38.36666666666667,50,17.25,9.36340756713311,3.7453630268532443,10,39.36340756713311,39.75,35,-5.923840756713311,-6.75,0.695542210098545,0.30445778990145506
LAX,WDHL,16,"(33.94417072663332, -118.40248449470265)","(34.12382973009382, -118.57046878430299)",51.25,78,15.233333333333333,9.544898764146444,3.8179595056585773,15,69.54489876414644,42.733333333333334,48,-9.091156543081311,-10.200000000000001,0.7519134331917767,0.24808656680822336
LAX,UVS,4,"(33.94417072663332, -118.40248449470265)","(34.15628636086983, -118.31051415931202)",44.85,57,16.516666666666666,7.091352699370952,2.8365410797483808,10,49.09135269937095,39.016666666666666,45,-6.8599686032704295,-7.95,0.748387633769855,0.251612366230145
LAX,UVS,8,"(33.94417072663332, -118.40248449470265)","(34.109258206438525, -118.39511733827672)",38.05,57,24.783333333333335,7.624874802760905,3.049949921104362,10,49.62487480276091,47.28333333333333,45,-7.326654146942758,-7.95,0.650979127631552,0.34902087236844803
LAX,HWD,14,"(33.94417072663332, -118.40248449470265)","(34.09099267294275, -118.35759314852174)",40.31666666666667,57,7.766666666666667,4.35116104191459,1.740464416765836,10,37.351161041914594,30.266666666666666,45,-5.248449437524793,-7.95,0.9371180771109019,0.06288192288909819
LAX,PSD,12,"(33.94417072663332, -118.40248449470265)","(34.07282360014904, -118.49528859778358)",28.983333333333334,57,25.683333333333334,8.35943009861024,3.343772039444096,10,47.35943009861024,48.18333333333334,47,-7.1451096765276905,-8.05,0.7119534279401025,0.28804657205989753
LAX,HWD,16,"(33.94417072663332, -118.40248449470265)","(34.08508479151206, -118.30634968369162)",36.53333333333333,57,8.65,3.209390045799039,1.2837560183196157,10,36.20939004579904,31.15,45,-5.1784390045799045,-7.95,0.9411195464126784,0.05888045358732167
LAX,UVS,11,"(33.94417072663332, -118.40248449470265)","(34.138441262427136, -118.31517488205954)",42.28333333333333,57,11.05,5.722097531427793,2.2888390125711173,10,47.72209753142779,33.55,45,-6.44970975314278,-7.95,0.8176177614924967,0.18238223850750335
LAX,ANH,10,"(33.94417072663332, -118.40248449470265)","(33.81252118149833, -117.9809103298763)",40.78333333333333,77,16.2,8.907817996124637,3.563127198449855,15,95.90781799612463,43.7,52,-11.775781799612464,-10.3,0.18606539914689274,0.8139346008531072
LAX,UVS,2,"(33.94417072663332, -118.40248449470265)","(34.11304508423692, -118.32527993555985)",39.766666666666666,57,13.9,6.116446902967578,2.4465787611870313,10,48.11644690296758,36.4,45,-6.631644690296759,-7.95,0.7889079427722373,0.21109205722776272
LAX,DTLA,5,"(33.94417072663332, -118.40248449470265)","(34.003640185026725, -118.31476982046736)",24.783333333333335,50,13.883333333333333,9.630061967837399,3.85202478713496,10,39.6300619678374,36.38333333333333,35,-5.782172863450407,-6.75,0.7246861882294064,0.2753138117705935
LAX,WDHL,7,"(33.94417072663332, -118.40248449470265)","(34.14661952293377, -118.6319284804792)",42.8,78,7.633333333333334,5.684590947644682,2.273836379057873,15,65.68459094764468,35.13333333333333,48,-8.325125761431135,-10.200000000000001,0.8670212607576522,0.1329787392423477
LAX,DTLA,10,"(33.94417072663332, -118.40248449470265)","(34.030682327720065, -118.25979310053201)",25.316666666666666,50,6.9,2.395873391479742,0.9583493565918967,10,32.39587339147974,29.4,35,-4.709587339147974,-6.75,0.8849752810406143,0.11502471895938562
LAX,ANH,10,"(33.94417072663332, -118.40248449470265)","(33.8379470348184, -117.93505245266661)",37.833333333333336,77,7.216666666666667,5.000038761179536,2.0000155044718144,15,92.00003876117954,34.71666666666667,52,-10.935837209451288,-10.3,0.34618814911649404,0.6538118508835059
LAX,ANH,13,"(33.94417072663332, -118.40248449470265)","(33.754476067595604, -117.8884538136153)",43.68333333333333,77,13.55,10.875008119533451,4.3500032478133805,15,97.87500811953345,41.05,52,-11.840000811953345,-10.3,0.17653515674502593,0.8234648432549739
LAX,LGB,9,"(33.94417072663332, -118.40248449470265)","(33.82080285699281, -118.17281042589697)",23.233333333333334,62,6.266666666666667,3.214261574448212,1.285704629779285,15,54.214261574448216,33.766666666666666,34,-7.109759490778155,-7.9,0.6878829702434661,0.3121170297565339
