time,origin,destination,count,duration,energy_consumption,tour_length,cluster_id,tour_revenue,revenue,per_flight_revenue,tour_sequence,served,p,q,p2,q2
325.0,4,0,1,10,15.0,1,15,82.45340130846085,82.45340130846085,82.45340130846085,UVS-LAX,1,67.5,70.0,55.0,82.5
325.0,1,0,1,10,15.0,1,3,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,30.0,35.0,20.0,60.0
330.0,1,0,1,10,15.0,1,13,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,55.0,55.0,40.0,90.0
330.0,3,0,1,15,20.0,1,24,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,47.5,47.5,47.5,47.5
330.0,2,0,1,15,20.0,1,5,51.08387730489737,51.08387730489737,51.08387730489737,LGB-LAX,1,70.0,70.0,70.0,70.0
330.0,7,0,1,10,15.0,1,30,78.84434218333769,78.84434218333769,78.84434218333769,PSD-LAX,1,80.0,80.0,65.0,87.5
335.0,3,0,1,15,20.0,1,32,117.8047207865958,117.8047207865958,117.8047207865958,WDHL-LAX,1,22.5,22.5,22.5,42.5
335.0,0,4,1,10,15.0,1,14,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,22.5,35.0,35.0,35.0
335.0,7,0,1,10,15.0,1,8,118.26651327500653,118.26651327500653,118.26651327500653,PSD-LAX,1,82.5,82.5,82.5,82.5
335.0,0,0,1,20,30.0,2,16,51.04884363573325,,,LAX-BVH-LAX,1,22.5,22.5,22.5,57.5
335.0,4,1,1,20,30.0,2,2,72.41480301194905,,,UVS-LAX-DTLA,1,20.0,20.0,20.0,70.0
335.0,0,5,1,15,20.0,1,22,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,52.5,55.0,55.0,60.0
335.0,8,0,1,10,15.0,1,18,51.04884363573325,51.04884363573325,51.04884363573325,BVH-LAX,1,77.5,77.5,77.5,77.5
335.0,2,0,1,15,20.0,1,25,153.2516319146921,153.2516319146921,153.2516319146921,LGB-LAX,1,25.0,27.5,27.5,37.5
335.0,6,0,1,10,15.0,1,21,66.68724034195947,66.68724034195947,66.68724034195947,HWD-LAX,1,22.5,37.5,22.5,55.0
340.0,8,0,1,10,15.0,1,34,76.57326545359987,76.57326545359987,76.57326545359987,BVH-LAX,1,30.0,62.5,47.5,60.0
340.0,1,0,1,10,15.0,1,23,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,20.0,35.0,20.0,40.0
340.0,5,6,1,25,35.0,2,35,298.1117613498062,,,ANH-LAX-HWD,1,20.0,20.0,20.0,35.0
345.0,0,5,1,15,20.0,1,5,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,50.0,55.0,55.0,55.0
345.0,7,5,1,25,35.0,2,36,255.35643630255532,,,PSD-LAX-ANH,1,22.5,62.5,62.5,72.5
345.0,1,0,1,10,15.0,1,7,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,22.5,35.0,20.0,62.5
345.0,0,0,1,25,35.0,2,18,153.2516319146921,,,LAX-LGB-LAX,1,42.5,45.0,45.0,52.5
345.0,0,8,1,10,15.0,1,24,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,32.5,50.0,50.0,50.0
345.0,0,0,1,20,30.0,2,8,82.45340130846085,,,LAX-UVS-LAX,1,52.5,70.0,70.0,82.5
345.0,2,0,1,15,20.0,1,1,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,55.0,55.0,55.0,55.0
345.0,0,3,1,15,20.0,1,0,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,40.0,40.0,25.0,37.5
345.0,6,0,1,10,15.0,1,10,33.34362017097973,33.34362017097973,33.34362017097973,HWD-LAX,1,55.0,55.0,40.0,75.0
350.0,4,0,1,10,15.0,1,14,123.68010196269128,123.68010196269128,123.68010196269128,UVS-LAX,1,20.0,35.0,20.0,35.0
350.0,1,0,1,10,15.0,1,29,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,57.5,57.5,57.5,57.5
350.0,8,1,1,20,30.0,2,26,119.0887288910225,,,BVH-LAX-DTLA,1,52.5,67.5,67.5,72.5
355.0,6,0,1,10,15.0,1,31,100.0308605129392,200.0617210258784,100.0308605129392,HWD-LAX,1,45.0,45.0,30.0,37.5
355.0,6,0,1,10,15.0,1,12,100.0308605129392,200.0617210258784,100.0308605129392,HWD-LAX,1,45.0,60.0,45.0,70.0
355.0,5,0,1,15,20.0,1,22,308.89616470863086,617.7923294172617,308.89616470863086,ANH-LAX,1,40.0,42.5,42.5,50.0
355.0,7,0,1,10,15.0,1,20,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,70.0,75.0,60.0,82.5
355.0,1,0,1,10,15.0,1,28,62.37620471543725,62.37620471543725,62.37620471543725,DTLA-LAX,1,60.0,72.5,57.5,67.5
360.0,0,0,1,25,35.0,2,1,306.5032638293842,,,LAX-LGB-LAX,1,20.0,32.5,32.5,52.5
360.0,0,0,1,20,30.0,2,29,66.68724034195947,,,LAX-HWD-LAX,1,27.5,40.0,40.0,70.0
360.0,6,0,1,10,15.0,1,38,66.68724034195947,66.68724034195947,66.68724034195947,HWD-LAX,1,60.0,60.0,45.0,80.0
360.0,0,5,1,15,20.0,1,11,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,50.0,55.0,55.0,60.0
360.0,7,0,1,10,15.0,1,39,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,80.0,85.0,70.0,82.5
360.0,0,4,1,10,15.0,1,32,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,27.5,27.5,27.5,35.0
360.0,1,0,1,10,15.0,1,33,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,47.5,50.0,50.0,87.5
360.0,0,8,1,10,15.0,1,25,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,22.5,25.0,25.0,35.0
365.0,3,0,1,15,20.0,1,27,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,40.0,42.5,42.5,50.0
365.0,4,0,1,10,15.0,1,9,82.45340130846085,82.45340130846085,82.45340130846085,UVS-LAX,1,65.0,65.0,65.0,65.0
365.0,8,1,1,20,30.0,2,24,144.61315070888912,,,BVH-LAX-DTLA,1,20.0,37.5,37.5,52.5
365.0,1,0,1,10,15.0,1,4,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,55.0,55.0,55.0,55.0
365.0,2,0,1,15,20.0,1,37,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,57.5,57.5,57.5,65.0
370.0,5,1,1,25,35.0,2,5,415.40039295387254,,,ANH-LAX-DTLA,1,20.0,55.0,55.0,75.0
370.0,1,0,1,10,15.0,1,17,31.188102357718623,31.188102357718623,31.188102357718623,DTLA-LAX,1,67.5,67.5,52.5,82.5
370.0,2,0,1,15,20.0,1,3,204.33550921958948,408.67101843917897,204.33550921958948,LGB-LAX,1,40.0,40.0,40.0,40.0
370.0,7,1,1,20,30.0,2,15,282.44109379754985,,,PSD-LAX-DTLA,1,52.5,82.5,82.5,82.5
375.0,7,0,1,10,15.0,1,30,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,72.5,72.5,57.5,82.5
375.0,4,0,1,10,15.0,1,32,123.68010196269128,123.68010196269128,123.68010196269128,UVS-LAX,1,20.0,35.0,20.0,55.0
375.0,0,0,1,20,30.0,2,22,166.71810085489867,,,LAX-HWD-LAX,1,20.0,22.5,22.5,87.5
375.0,0,3,1,15,20.0,1,9,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,45.0,45.0,45.0,55.0
375.0,0,0,1,20,30.0,2,4,157.68868436667537,,,LAX-PSD-LAX,1,25.0,45.0,30.0,65.0
375.0,0,2,1,10,15.0,1,18,51.08387730489737,51.08387730489737,51.08387730489737,LAX-LGB,1,37.5,37.5,37.5,40.0
380.0,6,0,1,10,15.0,1,31,100.0308605129392,200.0617210258784,100.0308605129392,HWD-LAX,1,22.5,40.0,20.0,75.0
380.0,8,0,1,10,15.0,1,25,51.04884363573325,51.04884363573325,51.04884363573325,BVH-LAX,1,20.0,35.0,20.0,62.5
380.0,1,0,1,10,15.0,1,21,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,40.0,40.0,25.0,45.0
380.0,1,6,1,20,30.0,2,2,158.09602960185424,,,DTLA-LAX-HWD,1,40.0,40.0,40.0,82.5
380.0,2,0,1,15,20.0,1,6,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,72.5,75.0,75.0,85.0
380.0,5,0,1,15,20.0,1,19,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,22.5,25.0,25.0,35.0
385.0,4,0,1,10,15.0,1,34,82.45340130846085,82.45340130846085,82.45340130846085,UVS-LAX,1,45.0,55.0,55.0,55.0
385.0,1,0,1,10,15.0,1,23,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,25.0,50.0,50.0,67.5
385.0,0,0,1,20,30.0,2,27,102.0976872714665,,,LAX-BVH-LAX,1,20.0,22.5,22.5,80.0
385.0,0,7,1,10,15.0,1,3,78.84434218333769,78.84434218333769,78.84434218333769,LAX-PSD,1,25.0,25.0,25.0,35.0
385.0,0,5,1,15,20.0,1,37,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,45.0,45.0,45.0,55.0
385.0,5,0,1,15,20.0,1,11,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,40.0,42.5,42.5,50.0
385.0,0,0,1,25,35.0,2,16,153.2516319146921,,,LAX-LGB-LAX,1,22.5,22.5,22.5,80.0
390.0,7,0,1,10,15.0,1,10,157.68868436667537,315.37736873335075,157.68868436667537,PSD-LAX,1,60.0,75.0,60.0,75.0
390.0,2,0,1,15,20.0,1,18,51.08387730489737,51.08387730489737,51.08387730489737,LGB-LAX,1,20.0,20.0,20.0,50.0
390.0,7,0,1,10,15.0,1,0,157.68868436667537,315.37736873335075,157.68868436667537,PSD-LAX,1,22.5,40.0,25.0,55.0
390.0,8,1,1,20,30.0,2,7,107.7613678113185,,,BVH-LAX-DTLA,1,32.5,60.0,60.0,75.0
390.0,0,0,1,20,30.0,2,8,51.04884363573325,,,LAX-BVH-LAX,1,52.5,67.5,67.5,70.0
395.0,3,1,1,25,35.0,2,9,211.36902785975167,,,WDHL-LAX-DTLA,1,20.0,20.0,20.0,65.0
395.0,6,0,1,10,15.0,1,14,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,20.0,35.0,20.0,35.0
395.0,1,2,1,20,30.0,2,26,175.83628673577186,,,DTLA-LAX-LGB,1,42.5,42.5,42.5,65.0
395.0,1,0,1,10,15.0,1,40,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,70.0,82.5,67.5,75.0
400.0,6,0,1,10,15.0,1,20,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,67.5,67.5,67.5,67.5
400.0,0,0,1,20,30.0,2,34,166.71810085489867,,,LAX-HWD-LAX,1,25.0,60.0,60.0,72.5
400.0,1,0,1,10,15.0,1,12,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,55.0,55.0,55.0,55.0
400.0,0,7,1,10,15.0,1,19,39.422171091668844,39.422171091668844,39.422171091668844,LAX-PSD,1,20.0,35.0,20.0,55.0
400.0,7,0,1,10,15.0,1,3,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,20.0,52.5,52.5,75.0
405.0,0,5,1,15,20.0,1,33,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,67.5,67.5,67.5,67.5
405.0,1,1,1,20,30.0,2,38,155.9405117885931,,,DTLA-LAX-DTLA,1,50.0,50.0,50.0,85.0
405.0,0,0,1,20,30.0,2,11,197.11085545834422,,,LAX-PSD-LAX,1,20.0,20.0,20.0,50.0
405.0,2,0,1,15,20.0,1,28,102.16775460979474,102.16775460979474,102.16775460979474,LGB-LAX,1,47.5,50.0,50.0,50.0
405.0,7,0,1,10,15.0,1,39,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,67.5,67.5,67.5,67.5
405.0,5,7,1,25,35.0,2,37,304.19031227049527,,,ANH-LAX-PSD,1,20.0,20.0,20.0,50.0
410.0,0,0,1,20,30.0,2,20,78.84434218333769,,,LAX-PSD-LAX,1,37.5,77.5,77.5,77.5
410.0,0,5,1,15,20.0,1,6,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,65.0,65.0,65.0,70.0
410.0,0,0,1,25,35.0,2,12,204.33550921958948,,,LAX-LGB-LAX,1,20.0,87.5,87.5,87.5
410.0,0,0,1,20,30.0,2,1,76.57326545359987,,,LAX-BVH-LAX,1,22.5,47.5,47.5,47.5
410.0,1,0,1,10,15.0,1,24,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,37.5,37.5,22.5,57.5
415.0,1,6,1,20,30.0,2,15,224.7832699438137,,,DTLA-LAX-HWD,1,52.5,70.0,70.0,82.5
415.0,0,0,1,20,30.0,2,29,250.07715128234798,,,LAX-HWD-LAX,1,40.0,45.0,30.0,40.0
415.0,0,5,1,15,20.0,1,39,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,47.5,47.5,47.5,47.5
415.0,8,0,1,10,15.0,1,17,25.524421817866624,25.524421817866624,25.524421817866624,BVH-LAX,1,67.5,67.5,52.5,82.5
415.0,6,0,1,10,15.0,1,35,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,20.0,35.0,20.0,40.0
420.0,1,0,1,10,15.0,1,30,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,67.5,67.5,52.5,82.5
420.0,5,0,1,15,20.0,1,33,176.51209411921764,176.51209411921764,176.51209411921764,ANH-LAX,1,47.5,47.5,47.5,47.5
420.0,6,3,1,25,35.0,2,32,192.27684107721683,,,HWD-LAX-WDHL,1,20.0,20.0,20.0,42.5
425.0,6,0,1,10,15.0,1,25,116.70267059842907,233.40534119685813,116.70267059842907,HWD-LAX,1,47.5,47.5,47.5,47.5
425.0,1,0,1,10,15.0,1,13,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,75.0,75.0,75.0,75.0
425.0,0,0,1,20,30.0,2,18,76.57326545359987,,,LAX-BVH-LAX,1,20.0,65.0,65.0,65.0
425.0,5,0,1,15,20.0,1,36,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,52.5,52.5,32.5,80.0
430.0,5,0,1,15,20.0,1,6,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,50.0,50.0,50.0,50.0
430.0,6,1,1,20,30.0,2,2,224.7832699438137,,,HWD-LAX-DTLA,1,52.5,62.5,62.5,82.5
430.0,7,0,1,10,15.0,1,21,118.26651327500653,118.26651327500653,118.26651327500653,PSD-LAX,1,30.0,30.0,30.0,40.0
430.0,1,0,1,10,15.0,1,4,62.37620471543725,62.37620471543725,62.37620471543725,DTLA-LAX,1,50.0,50.0,50.0,50.0
435.0,1,0,1,10,15.0,1,0,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,40.0,50.0,50.0,67.5
435.0,0,3,1,15,20.0,1,25,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,27.5,40.0,40.0,40.0
435.0,0,2,1,10,15.0,1,33,153.2516319146921,153.2516319146921,153.2516319146921,LAX-LGB,1,32.5,32.5,32.5,45.0
435.0,0,0,1,20,30.0,2,28,200.0617210258784,,,LAX-HWD-LAX,1,20.0,62.5,62.5,62.5
435.0,0,5,1,15,20.0,1,13,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,55.0,55.0,55.0,55.0
435.0,0,0,1,20,30.0,2,8,236.53302655001306,,,LAX-PSD-LAX,1,40.0,42.5,42.5,75.0
435.0,2,7,1,25,35.0,2,10,141.58992570146359,,,LGB-LAX-PSD,1,40.0,90.0,90.0,92.5
435.0,1,0,1,10,15.0,1,7,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,60.0,60.0,60.0,60.0
435.0,5,0,1,15,20.0,1,39,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,27.5,50.0,50.0,50.0
440.0,6,0,1,10,15.0,1,14,66.68724034195947,66.68724034195947,66.68724034195947,HWD-LAX,1,20.0,35.0,20.0,50.0
440.0,0,3,1,15,20.0,1,23,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,47.5,55.0,55.0,57.5
440.0,0,0,1,20,30.0,2,4,164.9068026169217,,,LAX-UVS-LAX,1,20.0,37.5,37.5,40.0
440.0,0,7,1,10,15.0,1,22,78.84434218333769,78.84434218333769,78.84434218333769,LAX-PSD,1,72.5,72.5,72.5,72.5
440.0,3,1,1,25,35.0,2,31,180.18092550203303,,,WDHL-LAX-DTLA,1,40.0,67.5,67.5,85.0
440.0,0,5,1,15,20.0,1,27,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,60.0,72.5,72.5,72.5
440.0,0,6,1,10,15.0,1,1,133.37448068391893,133.37448068391893,133.37448068391893,LAX-HWD,1,32.5,37.5,22.5,70.0
440.0,4,3,1,25,35.0,2,40,182.58246235598918,,,UVS-LAX-WDHL,1,40.0,57.5,57.5,75.0
445.0,1,0,1,10,15.0,1,5,31.188102357718623,31.188102357718623,31.188102357718623,DTLA-LAX,1,60.0,77.5,62.5,70.0
445.0,0,4,1,10,15.0,1,21,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,25.0,30.0,30.0,65.0
445.0,0,0,1,20,30.0,2,34,51.04884363573325,,,LAX-BVH-LAX,1,42.5,77.5,77.5,77.5
445.0,0,0,1,20,30.0,2,6,166.71810085489867,,,LAX-HWD-LAX,1,20.0,22.5,22.5,70.0
445.0,0,5,1,15,20.0,1,7,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,40.0,40.0,40.0,40.0
445.0,3,1,1,25,35.0,2,19,152.46666746645377,,,WDHL-LAX-DTLA,1,20.0,20.0,20.0,72.5
450.0,2,0,1,15,20.0,1,33,102.16775460979474,102.16775460979474,102.16775460979474,LGB-LAX,1,25.0,27.5,27.5,37.5
450.0,5,7,1,25,35.0,2,13,260.06228874069086,,,ANH-LAX-PSD,1,20.0,35.0,20.0,42.5
455.0,3,0,1,15,20.0,1,25,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,20.0,25.0,25.0,40.0
455.0,0,5,1,15,20.0,1,3,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,55.0,55.0,55.0,55.0
455.0,0,6,1,10,15.0,1,20,133.37448068391893,133.37448068391893,133.37448068391893,LAX-HWD,1,62.5,72.5,72.5,75.0
455.0,1,0,1,10,15.0,1,38,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,70.0,77.5,77.5,82.5
455.0,2,0,1,15,20.0,1,24,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,37.5,37.5,37.5,37.5
460.0,6,0,1,10,15.0,1,15,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,67.5,67.5,67.5,67.5
460.0,5,0,1,15,20.0,1,7,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,20.0,20.0,20.0,50.0
460.0,8,1,1,20,30.0,2,17,151.71168107797044,,,BVH-LAX-DTLA,1,52.5,52.5,37.5,77.5
460.0,0,8,1,10,15.0,1,0,51.04884363573325,51.04884363573325,51.04884363573325,LAX-BVH,1,52.5,52.5,37.5,37.5
460.0,0,0,1,20,30.0,2,16,123.68010196269128,,,LAX-UVS-LAX,1,50.0,55.0,40.0,80.0
460.0,0,0,1,20,30.0,2,39,197.11085545834422,,,LAX-PSD-LAX,1,20.0,55.0,55.0,62.5
460.0,1,0,1,10,15.0,1,35,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,25.0,35.0,20.0,50.0
460.0,0,0,1,20,30.0,2,11,133.37448068391893,,,LAX-HWD-LAX,1,20.0,70.0,70.0,75.0
460.0,2,1,1,25,35.0,2,26,278.0040413455666,,,LGB-LAX-DTLA,1,30.0,30.0,30.0,87.5
465.0,3,1,1,25,35.0,2,23,242.55713021747027,,,WDHL-LAX-DTLA,1,22.5,22.5,22.5,90.0
465.0,1,0,1,10,15.0,1,30,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,67.5,67.5,67.5,67.5
465.0,5,1,1,25,35.0,2,27,477.77659766930975,,,ANH-LAX-DTLA,1,37.5,37.5,22.5,50.0
465.0,7,0,1,10,15.0,1,22,118.26651327500653,118.26651327500653,118.26651327500653,PSD-LAX,1,57.5,57.5,57.5,57.5
470.0,0,6,1,10,15.0,1,24,100.0308605129392,100.0308605129392,100.0308605129392,LAX-HWD,1,22.5,37.5,37.5,65.0
470.0,5,0,1,15,20.0,1,3,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,35.0,35.0,35.0,35.0
470.0,0,8,1,10,15.0,1,15,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,52.5,72.5,72.5,82.5
470.0,0,2,1,10,15.0,1,33,204.33550921958948,204.33550921958948,204.33550921958948,LAX-LGB,1,22.5,57.5,57.5,65.0
470.0,1,0,1,10,15.0,1,9,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,50.0,50.0,50.0,50.0
475.0,6,0,1,10,15.0,1,20,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,60.0,60.0,60.0,60.0
475.0,0,2,1,10,15.0,1,18,153.2516319146921,153.2516319146921,153.2516319146921,LAX-LGB,1,50.0,60.0,60.0,70.0
475.0,8,0,1,10,15.0,1,29,76.57326545359987,76.57326545359987,76.57326545359987,BVH-LAX,1,25.0,30.0,30.0,67.5
475.0,0,0,1,20,30.0,2,30,157.68868436667537,,,LAX-PSD-LAX,1,37.5,72.5,72.5,80.0
475.0,1,1,1,20,30.0,2,2,155.9405117885931,,,DTLA-LAX-DTLA,1,52.5,60.0,60.0,65.0
475.0,0,0,1,20,30.0,2,22,233.40534119685813,,,LAX-HWD-LAX,1,27.5,32.5,32.5,50.0
475.0,4,0,1,10,15.0,1,21,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,50.0,50.0,50.0,50.0
480.0,0,0,1,20,30.0,2,9,76.57326545359987,,,LAX-BVH-LAX,1,20.0,20.0,20.0,92.5
480.0,1,0,1,10,15.0,1,0,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,22.5,27.5,27.5,85.0
480.0,0,5,1,15,20.0,1,25,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,20.0,70.0,70.0,72.5
480.0,0,0,1,20,30.0,2,38,200.0617210258784,,,LAX-HWD-LAX,1,52.5,52.5,32.5,62.5
480.0,7,1,1,20,30.0,2,37,243.01892270588104,,,PSD-LAX-DTLA,1,20.0,22.5,22.5,75.0
480.0,0,0,1,25,35.0,2,8,255.41938652448684,,,LAX-LGB-LAX,1,40.0,40.0,40.0,67.5
485.0,0,0,1,20,30.0,2,21,76.57326545359987,,,LAX-BVH-LAX,1,20.0,20.0,20.0,35.0
485.0,5,0,1,15,20.0,1,36,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,60.0,60.0,60.0,60.0
485.0,0,7,1,10,15.0,1,3,39.422171091668844,39.422171091668844,39.422171091668844,LAX-PSD,1,20.0,35.0,35.0,35.0
485.0,4,4,1,20,30.0,2,14,82.45340130846085,,,UVS-LAX-UVS,1,20.0,20.0,20.0,55.0
485.0,0,5,1,15,20.0,1,28,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,42.5,42.5,42.5,42.5
485.0,0,6,1,10,15.0,1,4,66.68724034195947,66.68724034195947,66.68724034195947,LAX-HWD,1,25.0,32.5,32.5,47.5
485.0,3,0,1,15,20.0,1,1,176.7070811798937,176.7070811798937,176.7070811798937,WDHL-LAX,1,50.0,50.0,50.0,50.0
485.0,0,3,1,15,20.0,1,12,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,67.5,67.5,67.5,70.0
485.0,0,2,1,10,15.0,1,20,204.33550921958948,204.33550921958948,204.33550921958948,LAX-LGB,1,45.0,62.5,62.5,75.0
490.0,0,5,1,15,20.0,1,6,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,50.0,50.0,50.0,50.0
490.0,0,8,1,10,15.0,1,34,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,62.5,65.0,65.0,75.0
490.0,0,0,1,20,30.0,2,7,200.0617210258784,,,LAX-HWD-LAX,1,20.0,20.0,20.0,40.0
490.0,4,1,1,20,30.0,2,5,144.8296060238981,,,UVS-LAX-DTLA,1,40.0,62.5,62.5,65.0
495.0,3,0,1,15,20.0,1,32,117.8047207865958,117.8047207865958,117.8047207865958,WDHL-LAX,1,22.5,27.5,27.5,35.0
500.0,5,0,1,15,20.0,1,28,308.89616470863086,617.7923294172617,308.89616470863086,ANH-LAX,1,22.5,22.5,22.5,92.5
500.0,0,5,1,15,20.0,1,36,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,40.0,40.0,40.0,40.0
500.0,2,0,1,15,20.0,1,33,51.08387730489737,51.08387730489737,51.08387730489737,LGB-LAX,1,45.0,45.0,45.0,45.0
500.0,0,0,1,20,30.0,2,1,157.68868436667537,,,LAX-PSD-LAX,1,20.0,75.0,75.0,75.0
505.0,5,0,1,15,20.0,1,6,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,30.0,42.5,42.5,42.5
505.0,7,1,1,20,30.0,2,35,203.59675161421217,,,PSD-LAX-DTLA,1,20.0,20.0,20.0,37.5
505.0,0,5,1,15,20.0,1,39,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,42.5,92.5,92.5,92.5
505.0,3,0,1,15,20.0,1,12,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,50.0,50.0,50.0,50.0
505.0,1,0,1,10,15.0,1,13,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,27.5,35.0,20.0,50.0
505.0,2,0,1,15,20.0,1,18,153.2516319146921,153.2516319146921,153.2516319146921,LGB-LAX,1,50.0,50.0,50.0,50.0
505.0,8,0,1,10,15.0,1,15,76.57326545359987,76.57326545359987,76.57326545359987,BVH-LAX,1,67.5,67.5,67.5,67.5
510.0,0,5,1,15,20.0,1,11,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,55.0,55.0,55.0,55.0
515.0,1,0,1,10,15.0,1,31,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,70.0,87.5,87.5,87.5
515.0,0,6,1,10,15.0,1,33,133.37448068391893,133.37448068391893,133.37448068391893,LAX-HWD,1,30.0,35.0,20.0,57.5
515.0,6,0,1,10,15.0,1,4,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,32.5,32.5,32.5,70.0
515.0,0,7,1,10,15.0,1,32,39.422171091668844,39.422171091668844,39.422171091668844,LAX-PSD,1,20.0,35.0,20.0,70.0
515.0,7,0,1,10,15.0,1,10,78.84434218333769,78.84434218333769,78.84434218333769,PSD-LAX,1,77.5,77.5,77.5,77.5
515.0,0,5,1,15,20.0,1,17,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,57.5,57.5,57.5,57.5
515.0,0,0,1,20,30.0,2,27,82.45340130846085,,,LAX-UVS-LAX,1,20.0,35.0,20.0,70.0
515.0,2,0,1,15,20.0,1,20,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,55.0,55.0,55.0,55.0
